,index,pose,keypoints
520,520,GRAB,"[0.0, 0.0, 0.0, 0.2837209302325581, -0.03255813953488372, -0.00018816516932525004, 0.5441860465116279, -0.17209302325581396, -0.0003171874972917183, 0.7116279069767442, -0.2744186046511628, -0.00045128110625881185, 0.7627906976744186, -0.26046511627906976, -0.0005672487348265296, 0.4744186046511628, -0.627906976744186, -0.00016141685725116543, 0.5534883720930233, -0.9023255813953488, -0.00041926585747224045, 0.5348837209302325, -0.6976744186046512, -0.0005706106447150412, 0.5069767441860465, -0.49767441860465117, -0.0006286029838492574, 0.24186046511627907, -0.6697674418604651, -0.00017659829889091037, 0.26046511627906976, -1.0, -0.00043331501878443243, 0.2651162790697674, -0.7395348837209302, -0.0005114738270934108, 0.2744186046511628, -0.5302325581395348, -0.000504741413158304, 0.027906976744186046, -0.6558139534883721, -0.00022890736979965643, 0.027906976744186046, -0.9767441860465116, -0.000460589792348882, 0.05116279069767442, -0.7162790697674418, -0.0004467116131979236, 0.07441860465116279, -0.5162790697674419, -0.00037246605774162903, -0.17674418604651163, -0.5953488372093023, -0.00029980775318338515, -0.19534883720930232, -0.8232558139534883, -0.0004512966658434073, -0.16279069767441862, -0.6511627906976745, -0.00043092570422165703, -0.12558139534883722, -0.4883720930232558, -0.0003740175458528145]"
521,521,GRAB,"[0.0, 0.0, 0.0, 0.2669683257918552, -0.027149321266968326, -0.00018606999329533902, 0.5294117647058824, -0.17647058823529413, -0.0003076126968073668, 0.6877828054298643, -0.2895927601809955, -0.0004326287193989361, 0.6877828054298643, -0.2850678733031674, -0.0005395277281606398, 0.4343891402714932, -0.6289592760180995, -0.0001540513591712995, 0.5067873303167421, -0.9049773755656109, -0.0003970137304764027, 0.497737556561086, -0.7194570135746606, -0.0005438997018844872, 0.4660633484162896, -0.5248868778280543, -0.0006002895054148911, 0.21266968325791855, -0.665158371040724, -0.0001650829214230421, 0.22624434389140272, -1.0, -0.00040634229565319823, 0.23076923076923078, -0.7647058823529411, -0.00048531716888528453, 0.2398190045248869, -0.5565610859728507, -0.0004820097179348691, 0.004524886877828055, -0.6561085972850679, -0.00021173257419648063, 0.004524886877828055, -0.9819004524886877, -0.0004213119954459307, 0.027149321266968326, -0.755656108597285, -0.00041452927005998, 0.049773755656108594, -0.5656108597285068, -0.00035045525460443194, -0.18552036199095023, -0.6018099547511312, -0.00027779645093647454, -0.20361990950226244, -0.8280542986425339, -0.00040896466403207477, -0.17194570135746606, -0.6923076923076923, -0.0003925455397524484, -0.14027149321266968, -0.5429864253393665, -0.0003435104032361708]"
522,522,GRAB,"[0.0, 0.0, 0.0, 0.26548672566371684, -0.02654867256637168, -0.00018064585262105972, 0.5221238938053098, -0.1592920353982301, -0.0003033592062707646, 0.6814159292035398, -0.2743362831858407, -0.00043110897108455064, 0.6592920353982301, -0.27876106194690264, -0.0005444088623053354, 0.41150442477876104, -0.6194690265486725, -0.00015837522655399942, 0.4778761061946903, -0.8982300884955752, -0.00039484814917029975, 0.4778761061946903, -0.7389380530973452, -0.0005456279553137144, 0.4424778761061947, -0.5530973451327433, -0.0006051640943082183, 0.19911504424778761, -0.6548672566371682, -0.00017112361501214169, 0.21238938053097345, -1.0, -0.00040220309200478255, 0.22566371681415928, -0.8008849557522124, -0.0004962457378874988, 0.23008849557522124, -0.5929203539823009, -0.0005080085892586731, 0.008849557522123894, -0.6460176991150443, -0.0002166579701989248, 0.004424778761061947, -0.9778761061946902, -0.0004102218617901488, 0.030973451327433628, -0.7876106194690266, -0.00042480723045506755, 0.05309734513274336, -0.5973451327433629, -0.0003812830155395978, -0.17699115044247787, -0.6017699115044248, -0.0002810693438595525, -0.1902654867256637, -0.8362831858407079, -0.00039855903281512956, -0.1504424778761062, -0.7256637168141593, -0.00039268715112548405, -0.11946902654867257, -0.5796460176991151, -0.00035671218754909124]"
523,523,GRAB,"[0.0, 0.0, 0.0, 0.26521739130434785, -0.030434782608695653, -0.00018051677120300207, 0.5217391304347826, -0.1608695652173913, -0.00030091745718197445, 0.6782608695652174, -0.27391304347826084, -0.0004284887600934841, 0.6130434782608696, -0.3130434782608696, -0.0005468620945012905, 0.3826086956521739, -0.6086956521739131, -0.00015826493197988674, 0.4391304347826087, -0.9, -0.00038819216535970687, 0.45652173913043476, -0.7782608695652173, -0.0005469478733596412, 0.4217391304347826, -0.5869565217391305, -0.0006119383808794046, 0.1826086956521739, -0.6391304347826087, -0.0001686696515865765, 0.18695652173913044, -1.0, -0.000383878991858319, 0.2, -0.8391304347826087, -0.0004911978350468122, 0.20434782608695654, -0.6347826086956522, -0.0005191725624079106, 0.0, -0.6304347826086957, -0.00021038966354648174, -0.008695652173913044, -0.9695652173913043, -0.00038751183016972165, 0.021739130434782608, -0.8173913043478261, -0.0004234194174491658, 0.0391304347826087, -0.6260869565217392, -0.0004021753826301848, -0.1782608695652174, -0.5869565217391305, -0.0002712438516725482, -0.1826086956521739, -0.8260869565217391, -0.00038122127257791017, -0.14347826086956522, -0.7434782608695653, -0.00038869336267707903, -0.12173913043478261, -0.5956521739130435, -0.0003673846049883909]"
524,524,GRAB,"[0.0, 0.0, 0.0, 0.26956521739130435, -0.02608695652173913, -0.0001823610447331857, 0.5217391304347826, -0.16521739130434782, -0.00030206526339548914, 0.6695652173913044, -0.2826086956521739, -0.00042883514298539926, 0.6, -0.3173913043478261, -0.0005498890343228354, 0.3695652173913043, -0.6, -0.0001625128761890384, 0.4217391304347826, -0.9, -0.00039030776959893325, 0.44782608695652176, -0.808695652173913, -0.0005571825048506503, 0.43043478260869567, -0.6217391304347826, -0.0006294279342420966, 0.17391304347826086, -0.6260869565217392, -0.00017294229609009842, 0.17391304347826086, -1.0, -0.0003886500154161177, 0.2, -0.8652173913043478, -0.0005162064819540909, 0.20434782608695654, -0.6608695652173913, -0.0005617326716026777, -0.004347826086956522, -0.6130434782608696, -0.00021309300521640503, -0.017391304347826087, -0.9608695652173913, -0.00038859915710508653, 0.017391304347826087, -0.8434782608695652, -0.00045148639811616706, 0.0391304347826087, -0.6521739130434783, -0.0004525788475946482, -0.17391304347826086, -0.5739130434782609, -0.0002716940891792187, -0.1826086956521739, -0.8217391304347826, -0.00038194105913304596, -0.14347826086956522, -0.7608695652173914, -0.0004050738809210045, -0.12173913043478261, -0.6173913043478261, -0.00039844736693192914]"
525,525,GRAB,"[0.0, 0.0, 0.0, 0.27074235807860264, -0.026200873362445413, -0.00018902221462947758, 0.5240174672489083, -0.17467248908296942, -0.00030753142615408283, 0.6637554585152838, -0.2925764192139738, -0.00043267417589465005, 0.5851528384279476, -0.34497816593886466, -0.0005553863770610113, 0.35807860262008734, -0.6026200873362445, -0.0001664051313100676, 0.39737991266375544, -0.9126637554585153, -0.00039027090452979673, 0.4410480349344978, -0.8471615720524017, -0.0005662350731158613, 0.4279475982532751, -0.6593886462882096, -0.0006467887984126148, 0.1703056768558952, -0.6244541484716157, -0.00017368885469043544, 0.1703056768558952, -1.0, -0.0003823899146284331, 0.2052401746724891, -0.8995633187772926, -0.0005371025546703008, 0.2183406113537118, -0.6986899563318777, -0.0006091579655405989, 0.0, -0.6157205240174672, -0.00020935322231416023, -0.013100436681222707, -0.9650655021834061, -0.00037702722096882976, 0.03056768558951965, -0.8777292576419214, -0.0004778287937581011, 0.048034934497816595, -0.6899563318777293, -0.0005123585908727607, -0.1703056768558952, -0.5764192139737991, -0.00026325218644019743, -0.17903930131004367, -0.8296943231441049, -0.0003730529055878838, -0.13973799126637554, -0.7903930131004366, -0.0004226005679688852, -0.1222707423580786, -0.6506550218340611, -0.00044040664221337196]"
526,526,GRAB,"[0.0, 0.0, 0.0, 0.2608695652173913, -0.030434782608695653, -0.00017633371551039297, 0.5173913043478261, -0.19130434782608696, -0.00027988544796759537, 0.6652173913043479, -0.32608695652173914, -0.00038938329443623064, 0.5652173913043478, -0.3782608695652174, -0.0004962935542635542, 0.3391304347826087, -0.6173913043478261, -0.00014157376059659022, 0.3739130434782609, -0.9217391304347826, -0.00034546027536912975, 0.43043478260869567, -0.8782608695652174, -0.0005138156677422563, 0.43043478260869567, -0.7043478260869566, -0.0005916678210020312, 0.16956521739130434, -0.6391304347826087, -0.00014756686185652667, 0.16956521739130434, -1.0, -0.00032680946371765115, 0.2217391304347826, -0.9391304347826087, -0.0004746580076311192, 0.2391304347826087, -0.7608695652173914, -0.0005493450246780062, 0.004347826086956522, -0.6304347826086957, -0.00018089771442726774, 0.004347826086956522, -0.9608695652173913, -0.0003264123477718351, 0.05217391304347826, -0.9130434782608695, -0.0004287357386392342, 0.06521739130434782, -0.7391304347826086, -0.0004707454810028737, -0.1608695652173913, -0.591304347826087, -0.00023276959596408323, -0.1608695652173913, -0.8304347826086956, -0.000337217082572008, -0.12173913043478261, -0.8173913043478261, -0.0003942990903325949, -0.10869565217391304, -0.691304347826087, -0.00041894574052253364]"
527,527,GRAB,"[0.0, 0.0, 0.0, 0.2675438596491228, -0.03508771929824561, -0.0001485126023125909, 0.5219298245614035, -0.2149122807017544, -0.00022548275317023188, 0.6535087719298246, -0.36403508771929827, -0.0003105563744275872, 0.5482456140350878, -0.4298245614035088, -0.00039434374117544335, 0.34210526315789475, -0.6271929824561403, -9.995146625404285e-05, 0.37719298245614036, -0.9210526315789473, -0.0002871458332424257, 0.42543859649122806, -0.8947368421052632, -0.0004490395970669388, 0.42543859649122806, -0.7324561403508771, -0.0005249090226753395, 0.18421052631578946, -0.6535087719298246, -0.00011075488981454509, 0.18859649122807018, -1.0, -0.00027304461278420257, 0.2324561403508772, -0.956140350877193, -0.0004162309654083847, 0.2412280701754386, -0.7850877192982456, -0.0004899271089414389, 0.02631578947368421, -0.6403508771929824, -0.000146989416072311, 0.02631578947368421, -0.956140350877193, -0.0002804800798130296, 0.06578947368421052, -0.9254385964912281, -0.00038301389161438787, 0.07456140350877193, -0.7543859649122807, -0.00042668707100452553, -0.14035087719298245, -0.6008771929824561, -0.00019929322711738045, -0.14035087719298245, -0.8464912280701754, -0.0002984098693415417, -0.10087719298245613, -0.8421052631578947, -0.0003543642197942158, -0.08333333333333333, -0.7192982456140351, -0.00037782067354840657]"
528,528,GRAB,"[0.0, 0.0, 0.0, 0.2554112554112554, -0.04329004329004329, -0.00011888675071890562, 0.5021645021645021, -0.21645021645021645, -0.00017758148930719747, 0.6493506493506493, -0.36796536796536794, -0.0002457789596429308, 0.5454545454545454, -0.4329004329004329, -0.00031084834725739977, 0.3246753246753247, -0.6320346320346321, -6.697861617562916e-05, 0.36796536796536794, -0.9177489177489178, -0.00023930082495508598, 0.4199134199134199, -0.9004329004329005, -0.00038366751594891106, 0.4199134199134199, -0.7402597402597403, -0.00044582606493566803, 0.17316017316017315, -0.6623376623376623, -8.24013542965566e-05, 0.18181818181818182, -1.0, -0.000224668787763406, 0.23376623376623376, -0.9653679653679653, -0.0003361949644193694, 0.24675324675324675, -0.8008658008658008, -0.00038510099475432094, 0.021645021645021644, -0.6493506493506493, -0.0001222095161435597, 0.021645021645021644, -0.9523809523809523, -0.00024220330990152268, 0.06493506493506493, -0.9264069264069265, -0.00031106115648154914, 0.07792207792207792, -0.7748917748917749, -0.00032919928853560146, -0.14285714285714285, -0.6060606060606061, -0.0001762389978951379, -0.14285714285714285, -0.8398268398268398, -0.0002645278457843569, -0.1038961038961039, -0.8398268398268398, -0.0002978402463534883, -0.08225108225108226, -0.7359307359307359, -0.0003008692460288922]"
529,529,GRAB,"[0.0, 0.0, 0.0, 0.2543859649122807, -0.06140350877192982, -0.00011185122992753904, 0.5, -0.22807017543859648, -0.00016383960038268697, 0.6359649122807017, -0.39035087719298245, -0.00022716515660653957, 0.5394736842105263, -0.47368421052631576, -0.0002860365237358571, 0.32894736842105265, -0.6447368421052632, -3.186881832100764e-05, 0.38596491228070173, -0.9210526315789473, -0.00019245342445323263, 0.42105263157894735, -0.9078947368421053, -0.00032996932971740946, 0.4166666666666667, -0.7631578947368421, -0.000388538931993559, 0.17543859649122806, -0.6798245614035088, -4.713771305039185e-05, 0.20175438596491227, -1.0, -0.00018099196430729068, 0.23684210526315788, -0.9780701754385965, -0.00029394381185217827, 0.2412280701754386, -0.8201754385964912, -0.0003437686546105243, 0.02631578947368421, -0.6710526315789473, -8.719778158007927e-05, 0.03508771929824561, -0.9649122807017544, -0.00020283366810702362, 0.06578947368421052, -0.9473684210526315, -0.00027485578382069526, 0.07017543859649122, -0.8070175438596491, -0.0002941943866417275, -0.14035087719298245, -0.631578947368421, -0.00014062638521039617, -0.13596491228070176, -0.8640350877192983, -0.00022184875887582098, -0.10526315789473684, -0.8728070175438597, -0.00025187250729037924, -0.09210526315789473, -0.7763157894736842, -0.00025187892851444635]"
530,530,GRAB,"[0.0, 0.0, 0.0, 0.2511013215859031, -0.06167400881057269, -9.864802229078229e-05, 0.4933920704845815, -0.24669603524229075, -0.00014348360597918637, 0.6431718061674009, -0.4185022026431718, -0.00020165585201836268, 0.5286343612334802, -0.4801762114537445, -0.0002546898724338494, 0.33480176211453744, -0.6563876651982379, -1.5664335640536568e-05, 0.3964757709251101, -0.9118942731277533, -0.0001718859577083315, 0.42731277533039647, -0.9030837004405287, -0.00030331063825747416, 0.40969162995594716, -0.762114537444934, -0.0003574109778907268, 0.18061674008810572, -0.6916299559471366, -3.5524364910350533e-05, 0.20704845814977973, -1.0, -0.0001610028585262698, 0.2422907488986784, -0.9823788546255506, -0.000257751059989986, 0.23788546255506607, -0.8325991189427313, -0.00029595520846738065, 0.030837004405286344, -0.6784140969162996, -8.0718643180488e-05, 0.039647577092511016, -0.9647577092511013, -0.00018726052616755242, 0.07048458149779736, -0.9515418502202643, -0.00024009846830777033, 0.07488986784140969, -0.8193832599118943, -0.0002471262858942154, -0.13215859030837004, -0.6387665198237885, -0.00013972359006719342, -0.1277533039647577, -0.8634361233480177, -0.00021215047070727373, -0.09691629955947137, -0.8854625550660793, -0.0002323146465443242, -0.07488986784140969, -0.8105726872246696, -0.00022603882885808362]"
531,531,GRAB,"[0.0, 0.0, 0.0, 0.26244343891402716, -0.07692307692307693, -8.917302344568225e-05, 0.5067873303167421, -0.248868778280543, -0.00012811328065729838, 0.6561085972850679, -0.4298642533936652, -0.00018110017478045347, 0.5475113122171946, -0.5158371040723982, -0.00022931124674098035, 0.35294117647058826, -0.6606334841628959, 3.80410190788953e-06, 0.4253393665158371, -0.9140271493212669, -0.000140537224941772, 0.45248868778280543, -0.9004524886877828, -0.00026529728131984747, 0.4343891402714932, -0.7692307692307693, -0.00031743877053649227, 0.20361990950226244, -0.6968325791855203, -1.6421948256172173e-05, 0.248868778280543, -1.0, -0.00013148595790097128, 0.27149321266968324, -0.9728506787330317, -0.0002258175818451934, 0.2669683257918552, -0.8280542986425339, -0.00026524632406838927, 0.05429864253393665, -0.6923076923076923, -6.094086877749567e-05, 0.07692307692307693, -0.9683257918552036, -0.00016155320574104566, 0.09954751131221719, -0.9592760180995475, -0.00021618485767226463, 0.09954751131221719, -0.8280542986425339, -0.000226978658749076, -0.11312217194570136, -0.6561085972850679, -0.0001177810110210838, -0.09502262443438914, -0.8778280542986425, -0.00018574751656907766, -0.06334841628959276, -0.9004524886877828, -0.0002037284477356877, -0.04524886877828054, -0.8235294117647058, -0.00019734564322001306]"
532,532,GRAB,"[0.0, 0.0, 0.0, 0.27358490566037735, -0.07547169811320754, -8.362735536784433e-05, 0.5235849056603774, -0.25, -0.00011345855754141475, 0.6650943396226415, -0.42452830188679247, -0.00015708557280369462, 0.5801886792452831, -0.5377358490566038, -0.00019547098161117022, 0.37735849056603776, -0.6556603773584906, 1.867687432068762e-05, 0.46226415094339623, -0.9056603773584906, -0.0001193795989586491, 0.4858490566037736, -0.8915094339622641, -0.00024053263779721108, 0.46226415094339623, -0.7641509433962265, -0.00029184608670540513, 0.23113207547169812, -0.6981132075471698, -8.484118404378971e-07, 0.28773584905660377, -1.0, -0.00011281535629877442, 0.30660377358490565, -0.9622641509433962, -0.0002081665425107158, 0.2971698113207547, -0.8207547169811321, -0.0002493393294955193, 0.07547169811320754, -0.7028301886792453, -4.442327887303361e-05, 0.10849056603773585, -0.9764150943396226, -0.0001414794882814833, 0.12735849056603774, -0.9575471698113207, -0.00019623689778210918, 0.12735849056603774, -0.8301886792452831, -0.00020868725726267014, -0.09905660377358491, -0.6698113207547169, -9.97043728145782e-05, -0.07547169811320754, -0.8962264150943396, -0.00016309798047992356, -0.04245283018867924, -0.9056603773584906, -0.0001782507393459098, -0.02358490566037736, -0.8254716981132075, -0.0001710710506133307]"
533,533,GRAB,"[0.0, 0.0, 0.0, 0.2885572139303483, -0.07960199004975124, -8.786290834591001e-05, 0.5572139303482587, -0.23880597014925373, -0.00012244875368289525, 0.7164179104477612, -0.4228855721393035, -0.00017094854901774444, 0.6268656716417911, -0.5572139303482587, -0.0002153311942890552, 0.4129353233830846, -0.6467661691542289, 2.9865448574754574e-05, 0.4975124378109453, -0.9054726368159204, -0.00010537476595456758, 0.5174129353233831, -0.8905472636815921, -0.00022770666426189342, 0.4975124378109453, -0.7661691542288557, -0.00028158961528071554, 0.25870646766169153, -0.6965174129353234, 1.267469338273097e-05, 0.3333333333333333, -1.0, -0.00010030682357781399, 0.3482587064676617, -0.9552238805970149, -0.000203331830366101, 0.3383084577114428, -0.8159203980099502, -0.00025043847833202093, 0.09950248756218906, -0.7064676616915423, -2.8677699287351247e-05, 0.14925373134328357, -0.9850746268656716, -0.0001251606074830236, 0.1691542288557214, -0.9502487562189055, -0.00018258400211975187, 0.1691542288557214, -0.8208955223880597, -0.00019799122824693037, -0.07960199004975124, -0.681592039800995, -8.199935701747869e-05, -0.04477611940298507, -0.9054726368159204, -0.0001411167208481827, -0.009950248756218905, -0.9054726368159204, -0.00015396736920568317, 0.009950248756218905, -0.8208955223880597, -0.0001469854894364101]"
534,534,GRAB,"[0.0, 0.0, 0.0, 0.30687830687830686, -0.07407407407407407, -9.599139085923783e-05, 0.5925925925925926, -0.2328042328042328, -0.00012446188254417167, 0.7619047619047619, -0.42857142857142855, -0.00016634541006716702, 0.671957671957672, -0.5714285714285714, -0.00020353971364407542, 0.4603174603174603, -0.6402116402116402, 5.117291565050924e-05, 0.5608465608465608, -0.9047619047619048, -8.269070504605055e-05, 0.582010582010582, -0.8888888888888888, -0.000210872898320271, 0.5502645502645502, -0.7619047619047619, -0.0002686516580861483, 0.30687830687830686, -0.6984126984126984, 4.03985458012525e-05, 0.3862433862433862, -1.0, -6.994769420501647e-05, 0.4021164021164021, -0.9629629629629629, -0.0001864156382212334, 0.38095238095238093, -0.8253968253968254, -0.0002447712660885133, 0.14285714285714285, -0.7195767195767195, 2.9308180507324336e-06, 0.19576719576719576, -1.0, -9.61669131349405e-05, 0.21693121693121692, -0.9788359788359788, -0.00017279897289071994, 0.20105820105820105, -0.8412698412698413, -0.0002019542379772623, -0.047619047619047616, -0.7037037037037037, -4.667706718448839e-05, -0.005291005291005291, -0.9312169312169312, -0.00011053834396150608, 0.026455026455026454, -0.9312169312169312, -0.00013578399572193538, 0.037037037037037035, -0.8412698412698413, -0.00013823613356746926]"
535,535,GRAB,"[0.0, 0.0, 0.0, 0.3277777777777778, -0.07222222222222222, -9.787157853489406e-05, 0.6388888888888888, -0.2222222222222222, -0.0001240462753181188, 0.8222222222222222, -0.40555555555555556, -0.00016456624754646043, 0.7444444444444445, -0.55, -0.00019783746712782603, 0.5055555555555555, -0.6222222222222222, 6.593368892823371e-05, 0.6055555555555555, -0.8888888888888888, -7.08868639423975e-05, 0.6388888888888888, -0.8888888888888888, -0.00019770610925269082, 0.6166666666666667, -0.7555555555555555, -0.0002485411723128155, 0.34444444444444444, -0.6888888888888889, 5.806620178078327e-05, 0.42777777777777776, -1.0, -5.274657318206582e-05, 0.4388888888888889, -0.9722222222222222, -0.0001598036605124204, 0.4222222222222222, -0.8277777777777777, -0.0002048282641176908, 0.17777777777777778, -0.7166666666666667, 2.0863883840505083e-05, 0.23333333333333334, -1.0, -7.914596705845945e-05, 0.25, -0.9777777777777777, -0.00014234263504589882, 0.24444444444444444, -0.8388888888888889, -0.00015595911953229327, -0.022222222222222223, -0.7111111111111111, -2.9785604142102468e-05, 0.027777777777777776, -0.9333333333333333, -9.219191816163017e-05, 0.05555555555555555, -0.9333333333333333, -0.00010766661884101185, 0.06666666666666667, -0.8333333333333334, -9.737251381124345e-05]"
536,536,GRAB,"[0.0, 0.0, 0.0, 0.34523809523809523, -0.05952380952380952, -9.793313170344422e-05, 0.6666666666666666, -0.19642857142857142, -0.00012370330409151533, 0.8571428571428571, -0.3869047619047619, -0.00016493897480495705, 0.7738095238095238, -0.5535714285714286, -0.00019964408966628646, 0.5357142857142857, -0.6071428571428571, 7.260887312520752e-05, 0.6488095238095238, -0.8809523809523809, -7.021587979629711e-05, 0.6726190476190477, -0.875, -0.00020311663675747532, 0.6369047619047619, -0.7321428571428571, -0.0002567163796639095, 0.36904761904761907, -0.6785714285714286, 6.408997683781168e-05, 0.4642857142857143, -1.0, -5.29739058341945e-05, 0.47619047619047616, -0.9702380952380952, -0.00016746048632703442, 0.44642857142857145, -0.8214285714285714, -0.00021809221505990416, 0.19642857142857142, -0.7083333333333334, 2.5396963658119192e-05, 0.25595238095238093, -1.0, -7.830573018689317e-05, 0.27380952380952384, -0.9761904761904762, -0.00014721791298842932, 0.25595238095238093, -0.8273809523809523, -0.00016562463887617067, -0.011904761904761904, -0.7083333333333334, -2.6443325194710116e-05, 0.041666666666666664, -0.9345238095238095, -8.819991273765839e-05, 0.07142857142857142, -0.9285714285714286, -0.00010483603919062663, 0.07738095238095238, -0.8214285714285714, -9.721121257486165e-05]"
537,537,GRAB,"[0.0, 0.0, 0.0, 0.37341772151898733, -0.056962025316455694, -9.66308010313648e-05, 0.7025316455696202, -0.18354430379746836, -0.00010790851617639743, 0.9050632911392406, -0.37341772151898733, -0.00013738416832937634, 0.8291139240506329, -0.5569620253164557, -0.00015991321507612526, 0.5759493670886076, -0.5886075949367089, 0.00013857035329723494, 0.7025316455696202, -0.8607594936708861, 1.250382994070673e-05, 0.7215189873417721, -0.8607594936708861, -0.00012237865185159836, 0.6772151898734177, -0.7215189873417721, -0.00018056366630094125, 0.4050632911392405, -0.6708860759493671, 0.0001345057079148125, 0.5126582278481012, -0.9873417721518988, 2.953420084575899e-05, 0.5189873417721519, -0.9746835443037974, -0.00010044548650809645, 0.4873417721518987, -0.8227848101265823, -0.00016409404000250765, 0.22784810126582278, -0.7088607594936709, 9.686463793331899e-05, 0.2974683544303797, -1.0, 2.3065830808899204e-06, 0.310126582278481, -0.9936708860759493, -8.581858802357971e-05, 0.2911392405063291, -0.8417721518987342, -0.00011909782641020167, 0.012658227848101266, -0.7151898734177216, 4.5593759330698066e-05, 0.06962025316455696, -0.9367088607594937, -1.0175741817164408e-05, 0.08860759493670886, -0.9430379746835443, -3.7662332096690005e-05, 0.08860759493670886, -0.8354430379746836, -3.9551593619880934e-05]"
538,538,GRAB,"[0.0, 0.0, 0.0, 0.3945578231292517, -0.04081632653061224, -0.00010648735558871509, 0.7619047619047619, -0.14965986394557823, -0.0001177373648294624, 0.9523809523809523, -0.35374149659863946, -0.00014373147753191643, 0.8843537414965986, -0.54421768707483, -0.00016338633722559934, 0.6190476190476191, -0.5510204081632653, 0.0001297632439407524, 0.7346938775510204, -0.8095238095238095, 1.0871008079939944e-06, 0.7687074829931972, -0.8503401360544217, -0.00013607855285072002, 0.7346938775510204, -0.7346938775510204, -0.00019530263514711744, 0.42857142857142855, -0.6462585034013606, 0.0001281104187985018, 0.54421768707483, -0.9659863945578231, 2.212265017824919e-05, 0.564625850340136, -0.9863945578231292, -0.00010941638409246393, 0.5238095238095238, -0.8367346938775511, -0.00017522724846559317, 0.24489795918367346, -0.6938775510204082, 9.204350126066987e-05, 0.3129251700680272, -0.9863945578231292, -9.548835824758423e-06, 0.32653061224489793, -1.0, -0.00010051816075397998, 0.30612244897959184, -0.8435374149659864, -0.00013473547165862557, 0.013605442176870748, -0.7074829931972789, 4.188997182446272e-05, 0.06802721088435375, -0.9387755102040817, -2.1849737262810982e-05, 0.08843537414965986, -0.9523809523809523, -5.2713395173314476e-05, 0.08843537414965986, -0.8503401360544217, -5.594160947027661e-05]"
539,539,GRAB,"[0.0, 0.0, 0.0, 0.4084507042253521, -0.028169014084507043, -8.693641172581219e-05, 0.7746478873239436, -0.13380281690140844, -7.913491927654873e-05, 0.9788732394366197, -0.3380281690140845, -8.939550995659723e-05, 0.9084507042253521, -0.5211267605633803, -9.279478488506629e-05, 0.6267605633802817, -0.528169014084507, 0.00019307467283454516, 0.7535211267605634, -0.7887323943661971, 0.00010008143166378288, 0.7887323943661971, -0.8309859154929577, -1.9750676579467638e-05, 0.7605633802816901, -0.7253521126760564, -7.110118645850265e-05, 0.43661971830985913, -0.6338028169014085, 0.0001929166234584671, 0.5563380281690141, -0.9436619718309859, 0.00012580727643907006, 0.5915492957746479, -0.9788732394366197, 4.589233541642277e-06, 0.5492957746478874, -0.852112676056338, -5.940828724479235e-05, 0.24647887323943662, -0.6901408450704225, 0.00015847096282368752, 0.33098591549295775, -0.971830985915493, 8.64883327018117e-05, 0.3591549295774648, -1.0, 1.117647277011733e-06, 0.33098591549295775, -0.852112676056338, -3.358760169422186e-05, 0.02112676056338028, -0.7183098591549296, 0.00011070153909207167, 0.07746478873239436, -0.9366197183098591, 6.345521695134443e-05, 0.1056338028169014, -0.9577464788732394, 3.6664663877066805e-05, 0.1056338028169014, -0.852112676056338, 3.608171825214948e-05]"
540,540,GRAB,"[0.0, 0.0, 0.0, 0.41911764705882354, -0.014705882352941176, -9.080697626154103e-05, 0.8014705882352942, -0.11764705882352941, -8.363681278305785e-05, 0.9926470588235294, -0.3235294117647059, -9.274136748881791e-05, 0.9411764705882353, -0.5073529411764706, -9.393534357335527e-05, 0.6470588235294118, -0.5294117647058824, 0.00019727812496557064, 0.7867647058823529, -0.7720588235294118, 0.00011080506359112723, 0.8235294117647058, -0.8308823529411765, -4.178902322117458e-06, 0.7794117647058824, -0.7352941176470589, -5.249325920065427e-05, 0.4485294117647059, -0.6323529411764706, 0.0002002922956946328, 0.5735294117647058, -0.9411764705882353, 0.0001463661848791568, 0.6029411764705882, -0.9852941176470589, 3.217030061897219e-05, 0.5661764705882353, -0.8602941176470589, -2.893848147412324e-05, 0.25, -0.6911764705882353, 0.00016831556792585399, 0.3382352941176471, -0.9705882352941176, 0.00010959389912672012, 0.36764705882352944, -1.0, 3.5225887810764286e-05, 0.34558823529411764, -0.8676470588235294, 4.555960977265941e-06, 0.022058823529411766, -0.7132352941176471, 0.00012188156373739353, 0.07352941176470588, -0.9338235294117647, 8.662588886199738e-05, 0.10294117647058823, -0.9558823529411765, 6.855517672424916e-05, 0.11029411764705882, -0.8676470588235294, 7.244036689122043e-05]"
