,index,pose,keypoints
771,771,FIST,"[0.0, 0.0, 0.0, -0.3548387096774194, 0.01935483870967742, -6.754678548227569e-05, -0.7612903225806451, 0.3032258064516129, -0.0001674462791208219, -0.9419354838709677, 0.6580645161290323, -0.00026016398387454384, -0.8774193548387097, 0.8451612903225807, -0.00033469966426856267, -0.8838709677419355, 0.03225806451612903, -0.00026258239426804337, -1.0, 0.6129032258064516, -0.0004710130113543924, -0.8129032258064516, 0.5741935483870968, -0.000539212309428561, -0.7741935483870968, 0.4129032258064516, -0.0005683183149741463, -0.6451612903225806, 0.07741935483870968, -0.0003283063691266043, -0.7483870967741936, 0.7225806451612903, -0.00054847294849618, -0.5935483870967742, 0.6129032258064516, -0.0005295784683754289, -0.5741935483870968, 0.43870967741935485, -0.0004972938048058862, -0.4, 0.16774193548387098, -0.0004030986859709907, -0.4967741935483871, 0.7419354838709677, -0.0006015480967094742, -0.3741935483870968, 0.6064516129032258, -0.0005060770298961592, -0.36129032258064514, 0.41935483870967744, -0.00041284565567854126, -0.17419354838709677, 0.27741935483870966, -0.00047989049830628194, -0.2645161290322581, 0.7161290322580646, -0.0006163861923436886, -0.1870967741935484, 0.5935483870967742, -0.0005705669482665599, -0.16774193548387098, 0.41935483870967744, -0.0005162725966580373]"
772,772,FIST,"[0.0, 0.0, 0.0, -0.3821656050955414, 0.025477707006369428, -6.428370712600044e-05, -0.7898089171974523, 0.3184713375796178, -0.00015921669161554462, -0.9617834394904459, 0.6751592356687898, -0.0002500950891266138, -0.8853503184713376, 0.8598726114649682, -0.0003228140370626293, -0.8789808917197452, 0.06369426751592357, -0.000242796486137089, -1.0, 0.6369426751592356, -0.00044947291063585966, -0.821656050955414, 0.5923566878980892, -0.0005197524340814021, -0.7834394904458599, 0.4267515923566879, -0.0005512428587174654, -0.6369426751592356, 0.10828025477707007, -0.0003099806018081375, -0.7388535031847133, 0.7515923566878981, -0.0005289750190062822, -0.5923566878980892, 0.643312101910828, -0.0005147599756103348, -0.5732484076433121, 0.4585987261146497, -0.0004849932926240935, -0.3821656050955414, 0.19745222929936307, -0.00038714436681338286, -0.4713375796178344, 0.7643312101910829, -0.0005845876237154701, -0.3630573248407643, 0.6178343949044586, -0.0004964542312751845, -0.3630573248407643, 0.4267515923566879, -0.0004074967192002098, -0.15286624203821655, 0.2929936305732484, -0.0004664667833148229, -0.22929936305732485, 0.7197452229299363, -0.0006002308057896585, -0.16560509554140126, 0.5923566878980892, -0.0005585563391402203, -0.15286624203821655, 0.4140127388535032, -0.0005075777582826822]"
773,773,FIST,"[0.0, 0.0, 0.0, -0.36645962732919257, 0.018633540372670808, -5.207630710423535e-05, -0.7515527950310559, 0.30434782608695654, -0.00014563424261311738, -0.9254658385093167, 0.6708074534161491, -0.00023619386318529046, -0.8757763975155279, 0.8509316770186336, -0.00030889251000614074, -0.8695652173913043, 0.062111801242236024, -0.00024521707161094265, -1.0, 0.6273291925465838, -0.00044650813498333546, -0.8260869565217391, 0.577639751552795, -0.0005098242332646508, -0.782608695652174, 0.422360248447205, -0.0005341560709720756, -0.6273291925465838, 0.11180124223602485, -0.0003126692833537584, -0.7267080745341615, 0.7391304347826086, -0.0005243151034797885, -0.5838509316770186, 0.6149068322981367, -0.0005046080401395361, -0.5652173913043478, 0.4472049689440994, -0.00047233610480690026, -0.37888198757763975, 0.19254658385093168, -0.00038736702275793915, -0.4720496894409938, 0.7391304347826086, -0.0005847221896685371, -0.36645962732919257, 0.5900621118012422, -0.0004929564890084003, -0.36024844720496896, 0.4161490683229814, -0.00040094677026448957, -0.15527950310559005, 0.2795031055900621, -0.00046142600213740356, -0.2546583850931677, 0.6894409937888198, -0.0005963313974378955, -0.19254658385093168, 0.5714285714285714, -0.0005485488341632039, -0.17391304347826086, 0.40372670807453415, -0.000492319765167201]"
774,774,FIST,"[0.0, 0.0, 0.0, -0.3597560975609756, 0.012195121951219513, -5.010909216573176e-05, -0.7378048780487805, 0.2682926829268293, -0.00014345308922189616, -0.9146341463414634, 0.6158536585365854, -0.0002328389085479829, -0.8658536585365854, 0.8292682926829268, -0.0003076292903517281, -0.8597560975609756, 0.036585365853658534, -0.0002645151655317283, -1.0, 0.5670731707317073, -0.00044150993157227443, -0.8170731707317073, 0.5487804878048781, -0.0004857674252165003, -0.7621951219512195, 0.4146341463414634, -0.0005022300282098375, -0.6280487804878049, 0.07926829268292683, -0.000329837585750824, -0.725609756097561, 0.676829268292683, -0.0005227231681542629, -0.5853658536585366, 0.5792682926829268, -0.0004981052686724197, -0.5609756097560976, 0.4146341463414634, -0.00046901306839027636, -0.3902439024390244, 0.15853658536585366, -0.00039800703636533454, -0.4817073170731707, 0.6890243902439024, -0.0005758877400413722, -0.3719512195121951, 0.5609756097560976, -0.0004867823396709837, -0.35365853658536583, 0.38414634146341464, -0.0004054794235396152, -0.17682926829268292, 0.24390243902439024, -0.0004652676524381288, -0.2804878048780488, 0.6463414634146342, -0.0005916619366457753, -0.21341463414634146, 0.5426829268292683, -0.0005456823594155311, -0.18292682926829268, 0.3902439024390244, -0.0004955592599052684]"
775,775,FIST,"[0.0, 0.0, 0.0, -0.37267080745341613, 0.031055900621118012, -5.638197625055186e-05, -0.7391304347826086, 0.2857142857142857, -0.0001615432192242823, -0.9130434782608695, 0.6211180124223602, -0.00026335986880191475, -0.8757763975155279, 0.8260869565217391, -0.0003502303760407293, -0.8633540372670807, 0.006211180124223602, -0.00028591370180676553, -1.0, 0.5527950310559007, -0.000477334990317793, -0.8198757763975155, 0.5341614906832298, -0.0005320783394997323, -0.7639751552795031, 0.39751552795031053, -0.0005544534974009513, -0.6211180124223602, 0.043478260869565216, -0.0003548487179190635, -0.7267080745341615, 0.6708074534161491, -0.0005577722451494507, -0.5900621118012422, 0.5714285714285714, -0.00053541138680975, -0.5652173913043478, 0.40993788819875776, -0.0005088922252359016, -0.37267080745341613, 0.11801242236024845, -0.0004276479013010741, -0.4782608695652174, 0.6708074534161491, -0.0006115086090283524, -0.37267080745341613, 0.5527950310559007, -0.0005203131785837178, -0.35403726708074534, 0.37888198757763975, -0.0004378614441001056, -0.14285714285714285, 0.19875776397515527, -0.0005005741379068664, -0.2546583850931677, 0.6211180124223602, -0.0006283996768412541, -0.19875776397515527, 0.5217391304347826, -0.0005810764580572774, -0.17391304347826086, 0.36024844720496896, -0.000530549026847642]"
776,776,FIST,"[0.0, 0.0, 0.0, -0.39490445859872614, 0.050955414012738856, -6.329503008593057e-05, -0.7770700636942676, 0.3057324840764331, -0.00017155801678997334, -0.9363057324840764, 0.6305732484076433, -0.00027653185689603845, -0.8662420382165605, 0.8089171974522293, -0.0003669792003548337, -0.8598726114649682, -0.012738853503184714, -0.00028395080811737086, -1.0, 0.5477707006369427, -0.0004797978137185127, -0.8152866242038217, 0.535031847133758, -0.0005429719035268856, -0.7515923566878981, 0.3885350318471338, -0.0005724529492862932, -0.6114649681528662, 0.01910828025477707, -0.00035288979652659544, -0.7261146496815286, 0.6560509554140127, -0.0005574858243534027, -0.5796178343949044, 0.5732484076433121, -0.00054000386746145, -0.5477707006369427, 0.40764331210191085, -0.000516770584363873, -0.3503184713375796, 0.08917197452229299, -0.00042726728166822813, -0.4585987261146497, 0.6624203821656051, -0.0006039590343783883, -0.35668789808917195, 0.554140127388535, -0.0005162043876944342, -0.34394904458598724, 0.37579617834394907, -0.00043751757215621006, -0.12101910828025478, 0.17197452229299362, -0.000503651250874947, -0.22929936305732485, 0.6114649681528662, -0.0006197552618183416, -0.17834394904458598, 0.5159235668789809, -0.0005723977580427632, -0.1592356687898089, 0.3503184713375796, -0.0005241908406232081]"
777,777,FIST,"[0.0, 0.0, 0.0, -0.3821656050955414, 0.03821656050955414, -5.1572241926795735e-05, -0.732484076433121, 0.20382165605095542, -0.0001546432476451393, -0.8980891719745223, 0.43312101910828027, -0.00025547259551832895, -0.89171974522293, 0.6242038216560509, -0.0003475334167797045, -0.8853503184713376, -0.17834394904458598, -0.0002632426494183005, -1.0, 0.33121019108280253, -0.00042425610266801924, -0.8343949044585988, 0.4012738853503185, -0.00047434047148614436, -0.7452229299363057, 0.31210191082802546, -0.0005013441280131837, -0.6624203821656051, -0.17197452229299362, -0.0003308260592622313, -0.732484076433121, 0.4585987261146497, -0.0004974550198534442, -0.5859872611464968, 0.4585987261146497, -0.0004879067923549585, -0.535031847133758, 0.3248407643312102, -0.00048093656065486303, -0.4140127388535032, -0.10828025477707007, -0.0003999816365239677, -0.46496815286624205, 0.47770700636942676, -0.0005483553458867509, -0.36942675159235666, 0.445859872611465, -0.00048376526611754357, -0.34394904458598724, 0.3057324840764331, -0.000434623419472893, -0.17197452229299362, -0.03184713375796178, -0.0004695895636853849, -0.2356687898089172, 0.40764331210191085, -0.0005806069635978121, -0.17834394904458598, 0.37579617834394907, -0.000550196778236448, -0.1592356687898089, 0.2356687898089172, -0.0005187776798592202]"
778,778,FIST,"[0.0, 0.0, 0.0, -0.3918918918918919, 0.08108108108108109, -9.037020984404332e-05, -0.6891891891891891, 0.18243243243243243, -0.00022183734058398995, -0.8581081081081081, 0.34459459459459457, -0.0003433995033505754, -0.918918918918919, 0.49324324324324326, -0.0004503877767102092, -0.8783783783783784, -0.2972972972972973, -0.0003339056010249452, -1.0, 0.20270270270270271, -0.00050525536247878, -0.8716216216216216, 0.35135135135135137, -0.0005593591127108836, -0.777027027027027, 0.3310810810810811, -0.0005864431813829608, -0.6486486486486487, -0.33783783783783783, -0.00039251297551908546, -0.6959459459459459, 0.2905405405405405, -0.000559364297912245, -0.5675675675675675, 0.27702702702702703, -0.0005548639458646599, -0.5337837837837838, 0.13513513513513514, -0.0005543019807889609, -0.3783783783783784, -0.2972972972972973, -0.00045316895762681497, -0.41216216216216217, 0.2972972972972973, -0.0005860065672916288, -0.33783783783783783, 0.22972972972972974, -0.0005206073341405023, -0.32432432432432434, 0.07432432432432433, -0.00048012616506170117, -0.10810810810810811, -0.20945945945945946, -0.0005210753614905672, -0.18243243243243243, 0.25, -0.000640589017327085, -0.1554054054054054, 0.19594594594594594, -0.0006176670544118448, -0.1554054054054054, 0.04054054054054054, -0.0005888728761257306]"
779,779,FIST,"[0.0, 0.0, 0.0, -0.40601503759398494, 0.05263157894736842, -0.00014264231247086814, -0.7142857142857143, 0.09774436090225563, -0.0003151345552042069, -0.8646616541353384, 0.18045112781954886, -0.00047074777368737885, -0.7669172932330827, 0.22556390977443608, -0.0006027717817678541, -0.8646616541353384, -0.5338345864661654, -0.0003777748914273216, -1.0, -0.05263157894736842, -0.0005585663106788424, -0.8195488721804511, 0.06766917293233082, -0.0006093317658961322, -0.7593984962406015, -0.022556390977443608, -0.0006464163865941862, -0.5939849624060151, -0.6015037593984962, -0.00043252654731247304, -0.6917293233082706, 0.045112781954887216, -0.0006111405763990952, -0.518796992481203, 0.09774436090225563, -0.0005800170924114159, -0.48872180451127817, -0.05263157894736842, -0.0005529998866818955, -0.3007518796992481, -0.5488721804511278, -0.0004969892227243714, -0.38345864661654133, 0.09022556390977443, -0.00063964901863606, -0.2857142857142857, 0.10526315789473684, -0.0005277803996135472, -0.2706766917293233, -0.045112781954887216, -0.0004473599250287096, -0.022556390977443608, -0.42105263157894735, -0.0005788258398069529, -0.12030075187969924, 0.06766917293233082, -0.0006925113361264584, -0.09022556390977443, 0.05263157894736842, -0.0006466607992494071, -0.08270676691729323, -0.09774436090225563, -0.0005972156653410565]"
780,780,FIST,"[0.0, 0.0, 0.0, -0.37777777777777777, 0.037037037037037035, -0.00013369681017631288, -0.6962962962962963, 0.037037037037037035, -0.0002719658714679722, -0.8814814814814815, 0.044444444444444446, -0.0003984881266325778, -0.8592592592592593, 0.014814814814814815, -0.0004931680352525644, -0.8444444444444444, -0.6666666666666666, -0.00021157950901687803, -1.0, -0.22962962962962963, -0.0004075318621190676, -0.7925925925925926, -0.07407407407407407, -0.0005145661579164156, -0.6888888888888889, -0.15555555555555556, -0.000583991661329298, -0.6, -0.7333333333333333, -0.00025545530208096015, -0.725925925925926, -0.14814814814814814, -0.0004329606385068827, -0.5481481481481482, -0.037037037037037035, -0.0004579462985123815, -0.4666666666666667, -0.14074074074074075, -0.00046344844190423796, -0.32592592592592595, -0.6814814814814815, -0.00031817086779773894, -0.45185185185185184, -0.1037037037037037, -0.0004533477449784742, -0.31851851851851853, -0.014814814814814815, -0.00037275299340851437, -0.2518518518518518, -0.1037037037037037, -0.0003078518412657424, -0.05925925925925926, -0.562962962962963, -0.00040244656491423756, -0.18518518518518517, -0.1111111111111111, -0.000487289251214162, -0.1259259259259259, -0.06666666666666667, -0.00044078863240315513, -0.07407407407407407, -0.17037037037037037, -0.0003850654089818464]"
781,781,FIST,"[0.0, 0.0, 0.0, -0.375, 0.058823529411764705, -0.00016043185443948005, -0.7132352941176471, 0.029411764705882353, -0.0002903371646249966, -0.9411764705882353, 0.0, -0.0004067061120660837, -0.875, -0.11764705882352941, -0.0004851712990020975, -0.8382352941176471, -0.7132352941176471, -0.0001568192541725466, -1.0, -0.3602941176470588, -0.00035521857354079686, -0.8308823529411765, -0.15441176470588236, -0.0004581187886914757, -0.7426470588235294, -0.18382352941176472, -0.0005189127871783312, -0.6102941176470589, -0.7794117647058824, -0.00018347973246293618, -0.75, -0.3014705882352941, -0.000362485847941564, -0.5955882352941176, -0.10294117647058823, -0.0003781704979472271, -0.5220588235294118, -0.16176470588235295, -0.00036634322169457875, -0.35294117647058826, -0.7352941176470589, -0.0002405787086350047, -0.4852941176470588, -0.25, -0.0004042417229662894, -0.36764705882352944, -0.07352941176470588, -0.0003340214526078251, -0.29411764705882354, -0.1323529411764706, -0.0002627426793596295, -0.11029411764705882, -0.625, -0.00032094086269630814, -0.22058823529411764, -0.21323529411764705, -0.00042465113674401944, -0.14705882352941177, -0.08088235294117647, -0.00038994208658828163, -0.08088235294117647, -0.13970588235294118, -0.0003361763413026023]"
782,782,FIST,"[0.0, 0.0, 0.0, -0.37777777777777777, 0.037037037037037035, -0.0001825666852289066, -0.725925925925926, 0.0, -0.0003231734075749652, -0.9481481481481482, -0.06666666666666667, -0.0004455675443835019, -0.8592592592592593, -0.2, -0.000524983227776627, -0.8222222222222222, -0.7185185185185186, -0.00018169128340088248, -1.0, -0.4222222222222222, -0.00037932454267522393, -0.837037037037037, -0.21481481481481482, -0.0004629345166180159, -0.7481481481481481, -0.2222222222222222, -0.0005077772984619784, -0.5925925925925926, -0.8074074074074075, -0.00019660320654448123, -0.7407407407407407, -0.37777777777777777, -0.0003855376094297416, -0.5851851851851851, -0.15555555555555556, -0.0003852006224288171, -0.5111111111111111, -0.2, -0.000355413559933974, -0.3333333333333333, -0.7851851851851852, -0.00024441050542110235, -0.4740740740740741, -0.34074074074074073, -0.0004173893105922212, -0.35555555555555557, -0.15555555555555556, -0.0003401677128059183, -0.2962962962962963, -0.21481481481481482, -0.0002597223591742982, -0.0962962962962963, -0.6888888888888889, -0.00031678745975585585, -0.2, -0.3037037037037037, -0.00042169654642478877, -0.1259259259259259, -0.17777777777777778, -0.0003854295208216003, -0.06666666666666667, -0.22962962962962963, -0.00032989314140481667]"
783,783,FIST,"[0.0, 0.0, 0.0, -0.34814814814814815, 0.02962962962962963, -0.00017360901178638718, -0.6814814814814815, -0.044444444444444446, -0.0002987356904209601, -0.8888888888888888, -0.15555555555555556, -0.00041134572478961637, -0.8962962962962963, -0.32592592592592595, -0.0004821121119520016, -0.8074074074074075, -0.7333333333333333, -0.0001303746033327284, -1.0, -0.4888888888888889, -0.0003511660883553439, -0.8518518518518519, -0.26666666666666666, -0.0004669773888538118, -0.7481481481481481, -0.25925925925925924, -0.0005253589242426171, -0.6, -0.8296296296296296, -0.000147472595810322, -0.7481481481481481, -0.4740740740740741, -0.000347714261959532, -0.6074074074074074, -0.22962962962962963, -0.00036790563891936806, -0.5333333333333333, -0.2518518518518518, -0.0003433311405838477, -0.35555555555555557, -0.8148148148148148, -0.0002016953688810106, -0.48148148148148145, -0.42962962962962964, -0.0003838551243979459, -0.37777777777777777, -0.21481481481481482, -0.0003145321078603855, -0.32592592592592595, -0.25925925925925924, -0.000234032889290524, -0.1259259259259259, -0.725925925925926, -0.0002799896157179555, -0.2074074074074074, -0.3851851851851852, -0.00039018447539926153, -0.14074074074074075, -0.22962962962962963, -0.0003531062195427829, -0.08148148148148149, -0.2740740740740741, -0.00029275237749625715]"
784,784,FIST,"[0.0, 0.0, 0.0, -0.3283582089552239, 0.022388059701492536, -0.0001698248484639061, -0.6865671641791045, -0.08955223880597014, -0.0002698197022700459, -0.9029850746268657, -0.23134328358208955, -0.0003601823175973828, -0.9552238805970149, -0.4253731343283582, -0.0004085378645024164, -0.7835820895522388, -0.7388059701492538, -7.871935742977556e-05, -1.0, -0.5597014925373134, -0.000303534052082582, -0.8507462686567164, -0.3358208955223881, -0.0004190774613749597, -0.746268656716418, -0.30597014925373134, -0.00046929078831129713, -0.582089552238806, -0.8432835820895522, -8.839998298144768e-05, -0.7313432835820896, -0.5447761194029851, -0.00028539436258904685, -0.582089552238806, -0.2835820895522388, -0.00030132790180702424, -0.5223880597014925, -0.30597014925373134, -0.0002688201012404079, -0.34328358208955223, -0.835820895522388, -0.00014120016262130666, -0.4626865671641791, -0.4925373134328358, -0.0003313790402258482, -0.35074626865671643, -0.26119402985074625, -0.000258252814896691, -0.30597014925373134, -0.30597014925373134, -0.00016920271108372602, -0.11194029850746269, -0.7686567164179104, -0.00021732027032010307, -0.21641791044776118, -0.44776119402985076, -0.0003323024118077371, -0.13432835820895522, -0.27611940298507465, -0.0002924909294049213, -0.07462686567164178, -0.3208955223880597, -0.00022735299140632759]"
785,785,FIST,"[0.0, 0.0, 0.0, -0.31496062992125984, -0.007874015748031496, -0.00015921087802327717, -0.6929133858267716, -0.1732283464566929, -0.0002359551288004767, -0.9291338582677166, -0.3543307086614173, -0.00031117115989846703, -0.937007874015748, -0.5590551181102362, -0.0003392122999648241, -0.7637795275590551, -0.7716535433070866, -1.904851535751789e-05, -1.0, -0.6929133858267716, -0.00024204973306175487, -0.8503937007874016, -0.44881889763779526, -0.00034441600251787486, -0.7480314960629921, -0.4094488188976378, -0.00038440766853073643, -0.5511811023622047, -0.889763779527559, -3.1406654428574114e-05, -0.7165354330708661, -0.6614173228346457, -0.00024061300299231655, -0.5748031496062992, -0.3700787401574803, -0.00024145453727084077, -0.5039370078740157, -0.3858267716535433, -0.00018619909558641824, -0.31496062992125984, -0.8976377952755905, -9.360202594233505e-05, -0.44881889763779526, -0.6062992125984252, -0.00029649146281291377, -0.33858267716535434, -0.33858267716535434, -0.00020887382297936583, -0.28346456692913385, -0.3779527559055118, -0.00010038966619760227, -0.07874015748031496, -0.84251968503937, -0.00017955182837621627, -0.1968503937007874, -0.5354330708661418, -0.0002912305022546457, -0.12598425196850394, -0.3464566929133858, -0.00024394966044696492, -0.05511811023622047, -0.3858267716535433, -0.0001723907057687824]"
786,786,FIST,"[0.0, 0.0, 0.0, -0.30952380952380953, -0.015873015873015872, -0.00019612761180527497, -0.7063492063492064, -0.21428571428571427, -0.0002860334869932926, -0.9365079365079365, -0.4365079365079365, -0.0003709048245206131, -0.8888888888888888, -0.6666666666666666, -0.0004029012246309184, -0.753968253968254, -0.7936507936507936, -2.473402520173468e-05, -1.0, -0.7619047619047619, -0.00026870929055245965, -0.8571428571428571, -0.5079365079365079, -0.0003635563937489368, -0.753968253968254, -0.47619047619047616, -0.0003916776345407571, -0.5396825396825397, -0.9047619047619048, -2.610159664020521e-05, -0.7222222222222222, -0.746031746031746, -0.0002635376415127219, -0.5714285714285714, -0.4126984126984127, -0.000246010830671767, -0.5, -0.4444444444444444, -0.00016154834375470273, -0.29365079365079366, -0.9126984126984127, -8.640307396625584e-05, -0.4523809523809524, -0.6746031746031746, -0.0003261644723914338, -0.3412698412698413, -0.36507936507936506, -0.0002238177241595384, -0.2777777777777778, -0.42063492063492064, -8.799028415976878e-05, -0.05555555555555555, -0.8650793650793651, -0.00017288849699567105, -0.1984126984126984, -0.5873015873015873, -0.00030133700910517017, -0.12698412698412698, -0.373015873015873, -0.000247053350205212, -0.05555555555555555, -0.42063492063492064, -0.00016230024629617363]"
787,787,FIST,"[0.0, 0.0, 0.0, -0.34146341463414637, -0.04878048780487805, -0.00020735304876068293, -0.7479674796747967, -0.2601626016260163, -0.0003121344707069992, -0.991869918699187, -0.4959349593495935, -0.0004176835447501025, -0.9024390243902439, -0.7235772357723578, -0.00046742540774303274, -0.7317073170731707, -0.8373983739837398, 4.514075528288409e-06, -1.0, -0.8373983739837398, -0.00025934444192945023, -0.8699186991869918, -0.5691056910569106, -0.00035786143993940333, -0.7642276422764228, -0.5365853658536586, -0.0003815690359642499, -0.5203252032520326, -0.943089430894309, 1.0898145481265173e-06, -0.7560975609756098, -0.8373983739837398, -0.00025758870958309384, -0.6016260162601627, -0.4715447154471545, -0.00023093967885502506, -0.5121951219512195, -0.5121951219512195, -0.00012595226804169732, -0.2764227642276423, -0.9512195121951219, -6.91657220880824e-05, -0.4796747967479675, -0.7560975609756098, -0.00033065827985116655, -0.36585365853658536, -0.42276422764227645, -0.00022156910483911305, -0.2845528455284553, -0.4715447154471545, -6.706514295035782e-05, -0.04065040650406504, -0.9024390243902439, -0.00016665750809313355, -0.21951219512195122, -0.6504065040650406, -0.00029083023208909437, -0.15447154471544716, -0.43089430894308944, -0.00022870494383618633, -0.07317073170731707, -0.4715447154471545, -0.00013508424932875805]"
788,788,FIST,"[0.0, 0.0, 0.0, -0.3467741935483871, -0.056451612903225805, -0.00018563881791433892, -0.7580645161290323, -0.29838709677419356, -0.0002737289099782504, -1.0, -0.532258064516129, -0.00036910129865838545, -0.8951612903225806, -0.75, -0.00040796899481673304, -0.7096774193548387, -0.8145161290322581, 5.164627401792322e-05, -0.9838709677419355, -0.8790322580645161, -0.00021194946175648232, -0.8709677419354839, -0.6290322580645161, -0.0003120968163833302, -0.7741935483870968, -0.5645161290322581, -0.0003346288141562853, -0.5, -0.9112903225806451, 3.7089360441383734e-05, -0.7661290322580645, -0.8951612903225806, -0.0002371734774740272, -0.6209677419354839, -0.5161290322580645, -0.00021939161538623905, -0.5161290322580645, -0.5241935483870968, -0.00011318382931839947, -0.2661290322580645, -0.9274193548387096, -4.542978905648866e-05, -0.5080645161290323, -0.8145161290322581, -0.00031670289749606876, -0.3951612903225806, -0.46774193548387094, -0.0002043460691506623, -0.29838709677419356, -0.5, -4.0984105725229826e-05, -0.03225806451612903, -0.8870967741935484, -0.00015303683471802655, -0.25806451612903225, -0.6935483870967742, -0.0002792110952497289, -0.20161290322580644, -0.46774193548387094, -0.0002079078222092881, -0.10483870967741936, -0.5161290322580645, -0.00010632857414530082]"
789,789,FIST,"[0.0, 0.0, 0.0, -0.3442622950819672, -0.06557377049180328, -0.0001759852860890883, -0.7622950819672131, -0.32786885245901637, -0.00024314840747180944, -1.0, -0.5901639344262295, -0.00032047265510074836, -0.8934426229508197, -0.8278688524590164, -0.00034058067286585607, -0.7049180327868853, -0.8032786885245902, 7.214675845196578e-05, -0.9672131147540983, -0.9262295081967213, -0.00018013014484120608, -0.8688524590163934, -0.6557377049180327, -0.0002591518423692557, -0.7786885245901639, -0.5901639344262295, -0.0002657529041022983, -0.5, -0.8934426229508197, 5.789319088361868e-05, -0.7459016393442623, -0.9344262295081968, -0.00022041511350952622, -0.6229508196721312, -0.5491803278688525, -0.00019873323693123433, -0.5163934426229508, -0.5573770491803278, -8.537838612652627e-05, -0.27049180327868855, -0.9098360655737705, -2.379549960422634e-05, -0.5, -0.860655737704918, -0.000312983142166689, -0.4016393442622951, -0.5, -0.00020110316279955007, -0.30327868852459017, -0.5327868852459017, -3.0171395020376665e-05, -0.02459016393442623, -0.8934426229508197, -0.00012680842353412773, -0.2540983606557377, -0.7540983606557377, -0.0002649253400230449, -0.20491803278688525, -0.5163934426229508, -0.00019012728197637563, -0.10655737704918032, -0.5491803278688525, -8.150592395990033e-05]"
790,790,FIST,"[0.0, 0.0, 0.0, -0.3416666666666667, -0.058333333333333334, -0.00015966774974032205, -0.775, -0.3416666666666667, -0.0002182237718628244, -1.0, -0.6333333333333333, -0.0002941715600963827, -0.8916666666666667, -0.8666666666666667, -0.000316582658179243, -0.7166666666666667, -0.775, 9.10007480158015e-05, -0.9583333333333334, -0.9416666666666667, -0.00015758444322907887, -0.8833333333333333, -0.7083333333333334, -0.00021901693273349566, -0.7916666666666666, -0.6333333333333333, -0.0002074551993734038, -0.5166666666666667, -0.85, 6.900636245793142e-05, -0.7416666666666667, -0.9666666666666667, -0.00020917125434939028, -0.625, -0.5666666666666667, -0.00016672265794142048, -0.525, -0.5833333333333334, -3.11069687271015e-05, -0.2833333333333333, -0.875, -2.11055266423917e-05, -0.49166666666666664, -0.9, -0.00031718450987104537, -0.39166666666666666, -0.5333333333333333, -0.0001886229100700613, -0.3, -0.55, -1.4540370287363658e-06, -0.03333333333333333, -0.875, -0.00013126685051882228, -0.25, -0.8, -0.00027462710394227465, -0.2, -0.55, -0.00019046627684199773, -0.10833333333333334, -0.575, -7.377144182735643e-05]"
791,791,FIST,"[0.0, 0.0, 0.0, -0.35964912280701755, -0.06140350877192982, -0.00014486500480627416, -0.7894736842105263, -0.3508771929824561, -0.00019906923675132036, -1.0, -0.6666666666666666, -0.00027722778789215577, -0.9035087719298246, -0.9122807017543859, -0.0003051907972119631, -0.7543859649122807, -0.7543859649122807, 0.00011932776315784634, -0.956140350877193, -0.956140350877193, -0.0001362219473475179, -0.8771929824561403, -0.7105263157894737, -0.00020180520105166004, -0.7982456140350878, -0.631578947368421, -0.00018798450475630664, -0.5526315789473685, -0.8157894736842105, 8.74754854104746e-05, -0.7543859649122807, -1.0, -0.0001910008951855608, -0.631578947368421, -0.5964912280701754, -0.00014794184950791563, -0.543859649122807, -0.6052631578947368, -8.49287395192477e-06, -0.30701754385964913, -0.8508771929824561, -1.2923557363321156e-05, -0.49122807017543857, -0.9385964912280702, -0.0003107001094275674, -0.38596491228070173, -0.5614035087719298, -0.0001748954358687801, -0.30701754385964913, -0.5789473684210527, 2.077570256656065e-05, -0.043859649122807015, -0.8596491228070176, -0.00013188740869533207, -0.23684210526315788, -0.8596491228070176, -0.0002637050658037017, -0.19298245614035087, -0.6052631578947368, -0.00016000272193407414, -0.11403508771929824, -0.6140350877192983, -2.9513218639191076e-05]"
792,792,FIST,"[0.0, 0.0, 0.0, -0.36607142857142855, -0.044642857142857144, -0.00012564113455480554, -0.7857142857142857, -0.35714285714285715, -0.00015069328772757525, -0.9732142857142857, -0.6875, -0.00020081613737080569, -0.875, -0.9196428571428571, -0.00020516393365659674, -0.7232142857142857, -0.7410714285714286, 0.0001270332823501974, -0.9196428571428571, -0.9732142857142857, -0.00012521881302873794, -0.8303571428571429, -0.6785714285714286, -0.00020169178016006737, -0.7410714285714286, -0.5803571428571429, -0.00019669535096257716, -0.5267857142857143, -0.7946428571428571, 9.315870211271513e-05, -0.7142857142857143, -1.0, -0.00017652621351769784, -0.6071428571428571, -0.5892857142857143, -0.00015063073943823367, -0.5178571428571429, -0.5892857142857143, -3.068233940339837e-05, -0.2857142857142857, -0.8125, -6.260723316030083e-06, -0.4732142857142857, -0.9642857142857143, -0.0002927240382619394, -0.375, -0.5714285714285714, -0.0001666159434781735, -0.29464285714285715, -0.5714285714285714, 1.6231296338986567e-05, -0.03571428571428571, -0.8303571428571429, -0.00012233988706609824, -0.21428571428571427, -0.875, -0.000260377941307764, -0.17857142857142858, -0.6071428571428571, -0.00016254400161283149, -0.08928571428571429, -0.5892857142857143, -3.716381857492885e-05]"
